titulo,url,data,adicoes,delecoes,tags
release(core): 1.1.0,https://github.com/langchain-ai/langchain/pull/34063,2025-11-21,3,3,"core, release, dependencies, internal"
feat(model-profiles): convert to auto-generated .py files,https://github.com/langchain-ai/langchain/pull/34062,2025-11-21,2690,4828,"documentation, integration, core, langchain, dependencies, feature, model-profiles, anthropic, deepseek, fireworks"
feat(langchain): support `SystemMessage` in `create_agent`'s `system_prompt`,https://github.com/langchain-ai/langchain/pull/34055,2025-11-24,1411,83,"integration, langchain, feature, anthropic, internal"
feat(groq): Allow kwargs in with_structured_output to override tool_choice,https://github.com/langchain-ai/langchain/pull/34053,2025-12-12,3,3,"integration, feature, groq, external"
chore: add more robust test for runtime injection w/ explicit `args_schema`,https://github.com/langchain-ai/langchain/pull/34051,2025-11-20,248,5,"langchain, infra, internal"
fix(core): Decouple provider prefix from model name in init_chat_mode…,https://github.com/langchain-ai/langchain/pull/34046,2025-11-24,11,7,"fix, langchain-classic, external"
chore(docs): fix a few refs syntax errors,https://github.com/langchain-ai/langchain/pull/34044,2025-11-22,223,155,"integration, core, langchain, standard-tests, infra, langchain-classic, anthropic, fireworks, groq, mistralai"
chore(infra): properly disable testing for 0.3 against latest packages ,https://github.com/langchain-ai/langchain/pull/34041,2025-11-19,0,1,"infra, github_actions, internal"
chore(infra): disable integration tests temporarily when releasing v0.3,https://github.com/langchain-ai/langchain/pull/34040,2025-11-19,1,0,"infra, github_actions, internal"
release(core): 0.3.80,https://github.com/langchain-ai/langchain/pull/34039,2025-11-19,3,3,"core, release, dependencies, internal"
"fix(core): fix validation for input variables in f-string templates, restrict functionality supported by jinja2, mustache templates",https://github.com/langchain-ai/langchain/pull/34038,2025-11-19,272,19,"core, fix, internal"
release(core): 1.0.7,https://github.com/langchain-ai/langchain/pull/34036,2025-11-19,3,3,"core, release, dependencies, internal"
"fix(core): fix validation for input variables in f-string templates, restrict functionality supported by jinja2, mustache templates (GHSA-6qv9-48xg-fc7f)",https://github.com/langchain-ai/langchain/pull/34035,2025-11-19,272,19,"core, fix, internal"
fix(langchain-classic): pass default to `config.getoption`,https://github.com/langchain-ai/langchain/pull/34034,2025-12-27,5,5,"langchain, fix, langchain-classic, external"
feat: `ModelRetryMiddleware`,https://github.com/langchain-ai/langchain/pull/34027,2025-11-20,1317,101,"langchain, feature, internal"
fix(anthropic): prevent crash with cache_control and empty message content,https://github.com/langchain-ai/langchain/pull/34025,2025-12-12,39,21,"integration, fix, anthropic, external"
feat(model-profiles): distribute data across packages,https://github.com/langchain-ai/langchain/pull/34024,2025-11-21,3277,15713,"documentation, integration, core, langchain, dependencies, feature, model-profiles, anthropic, deepseek, fireworks"
fix: don't reorder tool calls in HITL middleware,https://github.com/langchain-ai/langchain/pull/34023,2025-11-22,200,42,"langchain, fix, internal"
fix: deprecate `setattr` on `ModelCallRequest`,https://github.com/langchain-ai/langchain/pull/34022,2025-11-19,876,621,"integration, langchain, fix, anthropic, internal"
chore(openai): skip Azure text completions tests,https://github.com/langchain-ai/langchain/pull/34021,2025-11-19,9,0,"integration, infra, openai, internal"
chore: temporarily skip openai integration tests,https://github.com/langchain-ai/langchain/pull/34020,2025-11-19,1,1,"infra, github_actions, internal"
release: langchain 1.0.8,https://github.com/langchain-ai/langchain/pull/34019,2025-11-19,7,5,"langchain, infra, release, dependencies, github_actions, internal"
release: langchain-core 1.0.6,https://github.com/langchain-ai/langchain/pull/34018,2025-11-19,4,4,"core, release, dependencies, internal"
fix(openai): make GPT-5 temperature validation case-insensitive,https://github.com/langchain-ai/langchain/pull/34012,2025-11-24,36,7,"integration, fix, openai, external"
fix(core): `ensure_ascii=False` in `PydanticOutputParser` exception formatting,https://github.com/langchain-ai/langchain/pull/34006,2025-11-24,1,1,"core, fix, external"
chore: Support tool runtime injection when custom args schema is prov…,https://github.com/langchain-ai/langchain/pull/33999,2025-11-18,138,2,"core, infra, internal"
release(anthropic): 1.1,https://github.com/langchain-ai/langchain/pull/33997,2025-11-17,6,4,"integration, release, dependencies, anthropic, internal"
chore(infra): bump actions/github-script from 6 to 8,https://github.com/langchain-ai/langchain/pull/33991,2025-11-24,1,1,"infra, dependencies, github_actions, external"
"fix(core): support `(message class, template)` tuples in `ChatPromptTemplate.from_messages`",https://github.com/langchain-ai/langchain/pull/33989,2025-12-27,291,3,"core, fix, external"
style(langchain): fix some middleware ref syntax,https://github.com/langchain-ai/langchain/pull/33988,2025-11-16,530,411,"integration, langchain, standard-tests, anthropic, openai, internal"
refactor(openai): embedding utils and calculations,https://github.com/langchain-ai/langchain/pull/33982,2025-11-15,46,48,"integration, refactor, openai, internal"
release(openai): 1.0.3,https://github.com/langchain-ai/langchain/pull/33981,2025-11-15,6,4,"integration, release, dependencies, openai, internal"
feat(anthropic): support native structured output feature and strict tool calling,https://github.com/langchain-ai/langchain/pull/33980,2025-11-17,261,62,"integration, standard-tests, dependencies, feature, anthropic, internal"
release: langchain 1.0.7,https://github.com/langchain-ai/langchain/pull/33979,2025-11-14,591,23,"langchain, release, dependencies, internal"
"fix: resumable shell, works w/ interrupts",https://github.com/langchain-ai/langchain/pull/33978,2025-11-14,136,38,"langchain, fix, internal"
fix: cherry picking fixes for langchain + langchain-anthropic releases,https://github.com/langchain-ai/langchain/pull/33975,2025-11-14,634,509,"integration, langchain, dependencies, fix, anthropic, internal"
feat(langchain): reference model profiles for provider strategy,https://github.com/langchain-ai/langchain/pull/33974,2025-11-14,75,12,"langchain, dependencies, feature, internal"
release(core): 1.0.5,https://github.com/langchain-ai/langchain/pull/33973,2025-11-14,3,3,"core, release, dependencies, internal"
fix: shell tools of all sorts,https://github.com/langchain-ai/langchain/pull/33972,2025-11-14,123,170,"integration, langchain, fix, anthropic, internal"
refactor(standard-tests): improve VCR config,https://github.com/langchain-ai/langchain/pull/33968,2025-12-12,34,48,"integration, langchain, standard-tests, refactor, anthropic, groq, openai, external"
docs: Fix doc links,https://github.com/langchain-ai/langchain/pull/33964,2025-11-14,1,1,"documentation, langchain, external"
fix(anthropic): execute bash + file tools via tool node,https://github.com/langchain-ai/langchain/pull/33960,2025-11-14,307,407,"integration, langchain, fix, anthropic, internal"
fix(core): don't mask exceptions,https://github.com/langchain-ai/langchain/pull/33959,2025-11-14,95,1,"core, fix, internal"
docs(core): add clarity to base token counting methods,https://github.com/langchain-ai/langchain/pull/33958,2025-11-13,13,2,"documentation, core, internal"
fix: adding missing async hooks,https://github.com/langchain-ai/langchain/pull/33957,2025-11-14,326,103,"integration, langchain, fix, anthropic, internal"
fix: add filesystem middleware in init,https://github.com/langchain-ai/langchain/pull/33955,2025-11-13,2,0,"langchain, fix, internal"
"chore(core,infra): nits",https://github.com/langchain-ai/langchain/pull/33954,2025-11-13,18,12,"core, infra, internal"
feat(infra): add automatic issue labeling,https://github.com/langchain-ai/langchain/pull/33952,2025-11-13,272,41,"github_actions, feature, internal"
chore(langchain): update deps,https://github.com/langchain-ai/langchain/pull/33951,2025-11-13,1939,1641,"langchain, infra, internal"
fix(groq): bump min ver for `core` dep,https://github.com/langchain-ai/langchain/pull/33949,2025-11-13,1,1,"integration, dependencies, fix, groq, internal"
release(nomic): 1.0.1,https://github.com/langchain-ai/langchain/pull/33948,2025-11-13,6,4,"integration, release, dependencies, nomic, internal"
release(groq): 1.0.1,https://github.com/langchain-ai/langchain/pull/33947,2025-11-13,2,2,"integration, release, dependencies, groq, internal"
release(deepseek): 1.0.1,https://github.com/langchain-ai/langchain/pull/33946,2025-11-13,2,2,"integration, release, dependencies, deepseek, internal"
"fix(langchain, openai): backward compat for response_format",https://github.com/langchain-ai/langchain/pull/33945,2025-11-13,10,3,"integration, langchain, fix, openai, internal"
fix(langchain-classic): fix init_chat_model for HuggingFace models,https://github.com/langchain-ai/langchain/pull/33943,2025-12-12,163,26,"integration, dependencies, fix, langchain-classic, huggingface, external"
"fix(langchain, openai): fix create_agent / response_format for Responses API",https://github.com/langchain-ai/langchain/pull/33939,2025-11-13,234,99,"integration, langchain, fix, openai, internal"
release(anthropic): 1.0.3,https://github.com/langchain-ai/langchain/pull/33935,2025-11-12,7,7,"integration, release, dependencies, anthropic, internal"
"chore(cli,standard-tests,text-splitters): fix some ruff TC rules",https://github.com/langchain-ai/langchain/pull/33934,2025-11-12,56,26,"standard-tests, infra, text-splitters, cli, external"
chore(core): fix some ruff TC rules,https://github.com/langchain-ai/langchain/pull/33929,2025-11-12,71,49,"core, infra, external"
"chore: increase coverage for shell, filesystem, and summarization middleware",https://github.com/langchain-ai/langchain/pull/33928,2025-11-14,837,96,"langchain, infra, internal"
feat: refactor tests,https://github.com/langchain-ai/langchain/pull/33927,2025-11-11,5309,4854,"langchain, feature, internal"
feat(anthropic): support code_execution_20250825,https://github.com/langchain-ai/langchain/pull/33925,2025-11-12,83,15,"integration, feature, anthropic, external"
chore: update `README.md` files,https://github.com/langchain-ai/langchain/pull/33919,2025-11-11,133,41,"documentation, integration, core, langchain, infra, langchain-classic, model-profiles, anthropic, deepseek, fireworks"
feat(langchain): support async summarization in SummarizationMiddleware,https://github.com/langchain-ai/langchain/pull/33918,2025-11-10,92,0,"langchain, internal"
release(model-profiles): 0.0.4,https://github.com/langchain-ai/langchain/pull/33917,2025-11-10,306,9,"dependencies, model-profiles, internal"
chore(infra): add note to pr linting workflow,https://github.com/langchain-ai/langchain/pull/33916,2025-11-10,3,1,"infra, github_actions, internal"
fix(core): strip message IDs from cache keys using `model_copy`,https://github.com/langchain-ai/langchain/pull/33915,2026-01-05,77,3,"core, fix, external"
"test(groq,openai): add retries for flaky tests",https://github.com/langchain-ai/langchain/pull/33914,2025-11-10,26,5,"integration, dependencies, tests, groq, openai, internal"
"revert(core): ""applied `secrets_map` in `load` to plain string values""",https://github.com/langchain-ai/langchain/pull/33913,2025-11-10,0,13,"core, revert, internal"
test(core): add comprehensive tests for groq block translator,https://github.com/langchain-ai/langchain/pull/33906,2025-11-10,140,0,"core, tests, external"
chore: fix URL underlining in `README.md`,https://github.com/langchain-ai/langchain/pull/33905,2025-11-10,22,34,"documentation, infra, internal"
chore(langchain): pass on reference docstrings (middleware),https://github.com/langchain-ai/langchain/pull/33904,2025-11-10,526,438,"langchain, infra, langchain-classic, internal"
fix(chroma): resolve OpenCLIP + Chroma image embedding test regression,https://github.com/langchain-ai/langchain/pull/33899,2025-11-10,1,1,"integration, fix, chroma, external"
docs(langchain): correct IBM provider link in `chat_models` docstring,https://github.com/langchain-ai/langchain/pull/33897,2025-11-08,1,1,"documentation, langchain-classic, external"
fix(groq): handle tool calls with no args,https://github.com/langchain-ai/langchain/pull/33896,2025-11-09,18,1,"integration, fix, groq, internal"
release(langchain): 1.0.5,https://github.com/langchain-ai/langchain/pull/33893,2025-11-07,5,5,"langchain, release, dependencies, internal"
fix(standard-tests): fix semantic typo in if statement,https://github.com/langchain-ai/langchain/pull/33890,2025-11-07,1,1,"infra, fix, external"
revert: Support for SystemMessage in create_agent,https://github.com/langchain-ai/langchain/pull/33889,2025-11-07,31,313,"langchain, revert, internal"
release(anthropic): 1.0.2,https://github.com/langchain-ai/langchain/pull/33888,2025-11-07,11,9,"integration, infra, release, dependencies, github_actions, anthropic, internal"
chore(infra): expand PR labeling,https://github.com/langchain-ai/langchain/pull/33887,2025-11-07,83,4,"infra, github_actions, internal"
release(core): 1.0.4,https://github.com/langchain-ai/langchain/pull/33886,2025-11-07,4,4,"core, release, dependencies, internal"
fix: bump up default recursion limit,https://github.com/langchain-ai/langchain/pull/33881,2025-11-07,1,1,"langchain, v1, fix, internal"
feat: The response.incomplete event is not handled when using stream_mode=['messages'],https://github.com/langchain-ai/langchain/pull/33871,2025-11-07,21,1,"integration, feature, external"
style: some cleanup,https://github.com/langchain-ai/langchain/pull/33857,2025-11-07,662,531,"integration, core, langchain, standard-tests, text-splitters, dependencies, v1, internal"
chore: attribute package change versions,https://github.com/langchain-ai/langchain/pull/33854,2025-11-06,228,169,"integration, core, langchain, standard-tests, infra, text-splitters, v1, internal"
"docs: expand ""Why use LangChain?"" section in README",https://github.com/langchain-ai/langchain/pull/33846,2025-11-07,6,2,"documentation, external"
fix(core): handle missing dependency version information,https://github.com/langchain-ai/langchain/pull/33844,2025-11-05,4,2,"core, fix, internal"
chore: update `README.md` with `deepagents`,https://github.com/langchain-ai/langchain/pull/33843,2025-11-05,14,10,"infra, internal"
fix: don't trace conditional edges and no todos in input state,https://github.com/langchain-ai/langchain/pull/33842,2025-11-05,24,14,"langchain, v1, fix, internal"
release: langchain v1.0.4,https://github.com/langchain-ai/langchain/pull/33839,2025-11-05,13,3,"langchain, release, dependencies, v1, internal"
fix: only increment thread count on successful executions,https://github.com/langchain-ai/langchain/pull/33837,2025-11-05,138,48,"langchain, v1, fix, internal"
chore(infra): remove unused `pr-title-labeler.yml`,https://github.com/langchain-ai/langchain/pull/33831,2025-11-05,0,41,"infra, internal"
chore(infra): drop `langchain_v1` pr lint,https://github.com/langchain-ai/langchain/pull/33830,2025-11-05,1,2,"infra, github_actions, internal"
fix(langchain): remove `Tigris`,https://github.com/langchain-ai/langchain/pull/33829,2025-11-05,16,31,"langchain, fix, internal"
chore: correct `langchain-community` references,https://github.com/langchain-ai/langchain/pull/33827,2025-11-04,51,49,"documentation, core, langchain, internal"
feat(langchain): (SummarizationMiddleware) support use of model context windows when triggering summarization,https://github.com/langchain-ai/langchain/pull/33825,2025-11-10,505,40,"langchain, v1, feature, internal"
chore(core): clean pyproject formatting,https://github.com/langchain-ai/langchain/pull/33821,2025-11-04,5,2,"core, infra, dependencies, internal"
docs(model-profiles): fix typo,https://github.com/langchain-ai/langchain/pull/33820,2025-11-04,2,3,"documentation, core, internal"
chore(infra): remova unused `poetry_setup` action,https://github.com/langchain-ai/langchain/pull/33819,2025-11-04,0,93,"infra, github_actions, internal"
chore: update issue template xref url,https://github.com/langchain-ai/langchain/pull/33818,2025-11-04,1,1,"infra, internal"
fix: more robust tool call limit middleware,https://github.com/langchain-ai/langchain/pull/33817,2025-11-05,814,297,"langchain, v1, fix, internal"
style(standard-tests): refs pass,https://github.com/langchain-ai/langchain/pull/33814,2025-11-04,42,52,"standard-tests, internal"
style: refs pass,https://github.com/langchain-ai/langchain/pull/33813,2025-11-04,413,364,"integration, core, langchain, standard-tests, internal"
Revert 33805 fix last plz,https://github.com/langchain-ai/langchain/pull/33806,2025-11-03,342,313,"documentation, integration, core, langchain, standard-tests, infra, text-splitters, dependencies, github_actions, cli"
fix(docs): redirects,https://github.com/langchain-ai/langchain/pull/33805,2025-11-03,313,342,"documentation, internal"
release(huggingface): 1.0.1,https://github.com/langchain-ai/langchain/pull/33803,2025-11-03,8,6,"integration, release, dependencies, internal"
fix(docs): fine tune redirects,https://github.com/langchain-ai/langchain/pull/33802,2025-11-03,27,50,"documentation, fix"
chore(docs): Add redirect for multi-modal,https://github.com/langchain-ai/langchain/pull/33801,2025-11-03,20,8,"documentation, infra"
fix(docs): Make redirects more specific for integrations,https://github.com/langchain-ai/langchain/pull/33799,2025-11-03,16,8,documentation
release(model-profiles): 0.0.3,https://github.com/langchain-ai/langchain/pull/33798,2025-11-03,7,5,dependencies
fix(model-profiles): fix pdf_inputs field,https://github.com/langchain-ai/langchain/pull/33797,2025-11-03,3,1,fix
fix(docs): Fix regex in redirects,https://github.com/langchain-ai/langchain/pull/33795,2025-11-03,95,95,"documentation, integration, core, langchain, standard-tests, infra, text-splitters, dependencies, github_actions, cli"
feat(langchain): add `model-profiles` as optional dependency,https://github.com/langchain-ai/langchain/pull/33794,2025-11-03,344,5,"langchain, dependencies, v1, feature"
test(anthropic): add vcr to `test_search_result_tool_message`,https://github.com/langchain-ai/langchain/pull/33793,2025-11-03,4,1,"integration, tests"
release(standard-tests): 1.0.1,https://github.com/langchain-ai/langchain/pull/33792,2025-11-03,6,4,"standard-tests, release, dependencies"
docs: add Code of Conduct link to README,https://github.com/langchain-ai/langchain/pull/33782,2025-11-03,1,0,documentation
fix(standard-tests): update multimodal tests,https://github.com/langchain-ai/langchain/pull/33781,2025-11-01,77,24,"integration, standard-tests, fix"
fix(core): add no colors check,https://github.com/langchain-ai/langchain/pull/33780,2025-11-03,3,0,"core, fix"
fix(langchain): Update langchain-core dependency version,https://github.com/langchain-ai/langchain/pull/33775,2025-11-07,1,1,"langchain, dependencies, v1, fix"
style: misc refs work,https://github.com/langchain-ai/langchain/pull/33771,2025-10-31,71,63,"integration, core, langchain"
release(openai): 1.0.2,https://github.com/langchain-ai/langchain/pull/33769,2025-10-31,6,6,"integration, release, dependencies"
release(core): 1.0.3,https://github.com/langchain-ai/langchain/pull/33768,2025-11-03,72,5,"core, infra, dependencies, github_actions"
release(model-profiles): 0.0.2,https://github.com/langchain-ai/langchain/pull/33767,2025-10-31,4,2,"release, dependencies"
feat(model-profiles): support more providers,https://github.com/langchain-ai/langchain/pull/33766,2025-10-31,99,9,feature
chore(docs): add api reference redirects,https://github.com/langchain-ai/langchain/pull/33765,2025-10-31,281,1,"documentation, infra"
fix(docs): get redirects to build,https://github.com/langchain-ai/langchain/pull/33763,2025-10-31,1,1,"documentation, integration, core, langchain, standard-tests, infra, text-splitters, dependencies, github_actions, cli"
fix(model-profiles): add typing-extensions as explicit dep,https://github.com/langchain-ai/langchain/pull/33762,2025-10-31,37,3,"dependencies, fix"
fix(model-profiles): remove langchain-core as a dependency,https://github.com/langchain-ai/langchain/pull/33761,2025-10-31,3,7,"infra, dependencies, github_actions, fix"
fix(infra): fix release workflow for new packages,https://github.com/langchain-ai/langchain/pull/33760,2025-10-31,2,2,"infra, github_actions"
fix(infra): fix release workflow for new packages,https://github.com/langchain-ai/langchain/pull/33759,2025-10-31,2,2,"github_actions, fix"
feat(core): automatically count and store meta for tool call count,https://github.com/langchain-ai/langchain/pull/33756,2025-12-20,140,2,"core, feature"
docs(core): improve tools module docstrings,https://github.com/langchain-ai/langchain/pull/33755,2025-10-31,89,68,"documentation, core"
"revert: ""chore: skip anthropic tests while waiting on new anthropic release""",https://github.com/langchain-ai/langchain/pull/33753,2025-10-30,1,2,"infra, github_actions, revert"
release(anthropic): 1.0.1,https://github.com/langchain-ai/langchain/pull/33752,2025-10-30,2,2,"integration, release, dependencies"
"fix(anthropic): clean up tests, update default model to use ID",https://github.com/langchain-ai/langchain/pull/33751,2025-10-30,200,196,"integration, fix"
test(openai): mark tests flaky,https://github.com/langchain-ai/langchain/pull/33750,2025-10-30,3,0,integration
chore(langchain): fix `lint_imports` paths,https://github.com/langchain-ai/langchain/pull/33749,2025-10-30,18,19,langchain
fix(langchain): use `system_prompt` in integration tests,https://github.com/langchain-ai/langchain/pull/33748,2025-10-30,2,2,"langchain, v1, fix"
"chore: use model IDs, latest anthropic models",https://github.com/langchain-ai/langchain/pull/33747,2025-10-30,44,38,"core, langchain, infra, v1"
fix(openai): replace pytest.warns(None) with warnings.catch_warnings in ChatOpenAI test to resolve TypeError . Resolves issue #33705 ,https://github.com/langchain-ai/langchain/pull/33741,2025-10-30,7,2,"integration, fix"
chore: skip anthropic tests while waiting on new anthropic release,https://github.com/langchain-ai/langchain/pull/33739,2025-10-29,2,1,"infra, github_actions"
chore: don't pick up alphas for testing,https://github.com/langchain-ai/langchain/pull/33738,2025-10-29,1,1,"infra, github_actions"
chore: remove mentions of sonnet 3.5,https://github.com/langchain-ai/langchain/pull/33737,2025-10-29,35,49,"integration, langchain, infra, v1"
release: core 1.0.2 and langchain 1.0.3,https://github.com/langchain-ai/langchain/pull/33736,2025-10-29,7,7,"core, langchain, release, dependencies, v1"
fix(langchain_v1): removed unsed functions in tool_call_limit middleware,https://github.com/langchain-ai/langchain/pull/33735,2025-10-29,1,126,"langchain, v1, fix"
fix(docs): redirects,https://github.com/langchain-ai/langchain/pull/33734,2025-10-29,354,28819,documentation
fix(openai): update model used in test,https://github.com/langchain-ai/langchain/pull/33733,2025-10-29,1,1,"integration, fix"
fix(core): add `tool_call_id` to `on_tool_error` event data,https://github.com/langchain-ai/langchain/pull/33731,2026-01-10,105,17,"core, fix"
style: more refs fixes,https://github.com/langchain-ai/langchain/pull/33730,2025-10-29,587,395,"integration, core, langchain, standard-tests, text-splitters, dependencies, v1"
fix: filter out injected args from tracing,https://github.com/langchain-ai/langchain/pull/33729,2025-10-29,319,12,"core, fix"
feat(core): mint langchain-model-profiles and add profile property to `BaseChatModel`,https://github.com/langchain-ai/langchain/pull/33728,2025-10-31,17266,0,"documentation, core, langchain, infra, dependencies, v1, feature"
fix(langchain_v1): remove `thread_model_call_count` and `run_model_call_count` from tool node test,https://github.com/langchain-ai/langchain/pull/33725,2025-10-29,0,1,"langchain, v1, fix"
fix(docs): Redirects fix,https://github.com/langchain-ai/langchain/pull/33724,2025-10-29,1414,1414,"documentation, integration, core, langchain, standard-tests, text-splitters, dependencies, github_actions, cli, v1"
fix(core): improve JSON get_format_instructions using Opik Agent Optimizer,https://github.com/langchain-ai/langchain/pull/33718,2025-10-29,9,4,"core, fix"
fix(langchain_v1): correct ref url,https://github.com/langchain-ai/langchain/pull/33715,2025-10-29,1,1,"documentation, langchain, v1, fix"
chore(standard-tests): Update API reference link in `README`,https://github.com/langchain-ai/langchain/pull/33714,2025-10-29,1,1,"documentation, standard-tests, infra"
chore(text-splitters): API reference link in `README`,https://github.com/langchain-ai/langchain/pull/33713,2025-10-29,1,1,"documentation, infra, text-splitters"
chore(infra): update README,https://github.com/langchain-ai/langchain/pull/33712,2025-10-29,9,10,"documentation, infra"
style(core): more cleanup all around,https://github.com/langchain-ai/langchain/pull/33711,2025-10-29,124,98,"integration, core, langchain"
feat(groq): add prompt caching token usage details,https://github.com/langchain-ai/langchain/pull/33708,2025-11-07,738,20,"integration, feature, groq"
style: more refs work,https://github.com/langchain-ai/langchain/pull/33707,2025-10-28,273,265,"integration, core, langchain, standard-tests, infra, text-splitters, github_actions, v1"
chore(core): add ruff rule `PLR2004`,https://github.com/langchain-ai/langchain/pull/33706,2025-11-04,93,52,"core, infra, dependencies"
chore(docs): redirects to new docs,https://github.com/langchain-ai/langchain/pull/33703,2025-10-29,1781,1745,"documentation, integration, core, langchain, standard-tests, infra, text-splitters, dependencies, github_actions, cli"
fix(core): translate Google GenAI text blocks to v1,https://github.com/langchain-ai/langchain/pull/33699,2025-10-28,2,0,"core, fix"
feat(langchain): export `UsageMetadata`,https://github.com/langchain-ai/langchain/pull/33692,2025-10-27,68,26,"core, langchain, v1"
fix: links,https://github.com/langchain-ai/langchain/pull/33691,2025-10-27,103,49,"integration, core, langchain, standard-tests, fix"
fix(standard-tests): fix tool description in agent loop test,https://github.com/langchain-ai/langchain/pull/33690,2025-10-27,1,1,"standard-tests, fix"
fix: update some links,https://github.com/langchain-ai/langchain/pull/33686,2025-10-27,31,36,"core, langchain, fix"
chore(anthropic): update integration test cassette,https://github.com/langchain-ai/langchain/pull/33685,2025-10-27,0,0,"integration, infra"
chore(infra): bump actions/download-artifact from 5 to 6,https://github.com/langchain-ai/langchain/pull/33682,2025-10-28,5,5,"infra, dependencies, github_actions"
chore(infra): bump actions/upload-artifact from 4 to 5,https://github.com/langchain-ai/langchain/pull/33681,2025-10-28,1,1,"infra, dependencies, github_actions"
docs(langchain): clarify create_tool_calling_agent system_prompt formatting and add troubleshooting,https://github.com/langchain-ai/langchain/pull/33679,2025-10-27,5,1,langchain
fix(core): applied `secrets_map` in `load` to plain string values,https://github.com/langchain-ai/langchain/pull/33678,2025-11-07,13,0,"core, langchain, fix, langchain-classic"
fix(infra): add emacs backup files to gitignore,https://github.com/langchain-ai/langchain/pull/33675,2025-10-27,3,1,"core, fix"
refactor(core): Minor refactor for code readability,https://github.com/langchain-ai/langchain/pull/33674,2025-10-27,1,4,"core, refactor"
refactor(anthropic): remove unnecessary url check,https://github.com/langchain-ai/langchain/pull/33671,2025-10-27,1,2,"integration, refactor"
feat(perplexity): Created Dedicated Output Parser to Support Reasoning Model Output for perplexity,https://github.com/langchain-ai/langchain/pull/33670,2025-11-07,451,3,"integration, feature"
fix(openai): Respect 300k token limit for embeddings API requests,https://github.com/langchain-ai/langchain/pull/33668,2025-11-14,115,11,"integration, fix, openai"
style(core): more refs work,https://github.com/langchain-ai/langchain/pull/33664,2025-10-24,31,30,core
feat: support structured output retry middleware,https://github.com/langchain-ai/langchain/pull/33663,2025-10-29,443,8,"langchain, v1, feature"
chore(infra): remove openai from langchain-core release test matrix,https://github.com/langchain-ai/langchain/pull/33661,2025-10-24,1,1,"infra, github_actions"
fix(core): make handling of schemas more defensive,https://github.com/langchain-ai/langchain/pull/33660,2025-10-24,7,3,"core, fix"
fix(openai): update test,https://github.com/langchain-ai/langchain/pull/33659,2025-10-24,11,4,integration
release(mistralai): 1.0.1,https://github.com/langchain-ai/langchain/pull/33657,2025-10-24,4,4,"integration, release, dependencies"
fix(nomic): support Python 3.14,https://github.com/langchain-ai/langchain/pull/33655,2025-10-24,310,198,"integration, infra, dependencies, fix"
fix(mistralai): resolve duplicate tool calls when converting to mistral chat message,https://github.com/langchain-ai/langchain/pull/33648,2025-10-24,38,7,"integration, fix"
chore(langchain): Support for SystemMessage in create_agent,https://github.com/langchain-ai/langchain/pull/33640,2025-11-07,313,31,"langchain, infra, v1"
release(core): 1.0.1,https://github.com/langchain-ai/langchain/pull/33639,2025-10-22,8,8,"core, langchain, release, dependencies, v1"
release(qdrant): 1.1.0,https://github.com/langchain-ai/langchain/pull/33638,2025-10-22,2,2,"integration, release, dependencies"
feat(infra): langchain docs MCP,https://github.com/langchain-ai/langchain/pull/33636,2025-10-22,9,1,"text-splitters, feature"
chore: move `ToolNode` improvements back to langgraph,https://github.com/langchain-ai/langchain/pull/33634,2025-10-29,438,6081,"integration, langchain, infra, dependencies, v1"
chore(langchain_v1): bump version from 1.0.1 to 1.0.2,https://github.com/langchain-ai/langchain/pull/33629,2025-10-21,3,4,"langchain, infra, dependencies, v1"
fix(langchain_v1): remove non llm controllable params from tool message on invocation failure,https://github.com/langchain-ai/langchain/pull/33625,2025-10-21,951,23,"langchain, v1, fix"
release(openai): 1.0.1,https://github.com/langchain-ai/langchain/pull/33624,2025-10-21,13,15,"integration, release, dependencies"
fix: (v0.3) unsupported `@vercel/edge` import,https://github.com/langchain-ai/langchain/pull/33620,2025-10-21,2,2,"documentation, fix"
style: even more refs work,https://github.com/langchain-ai/langchain/pull/33619,2025-10-21,208,245,"core, langchain"
fix(core): fix callback manager merge mixing handlers (#32028),https://github.com/langchain-ai/langchain/pull/33617,2025-12-27,14,18,core
style: more refs work,https://github.com/langchain-ai/langchain/pull/33616,2025-10-20,193,206,"integration, core, standard-tests, text-splitters"
docs: v0.3 deprecation banner,https://github.com/langchain-ai/langchain/pull/33613,2025-10-20,41,3,documentation
"Revert ""chore(docs): v0.3 redirects""",https://github.com/langchain-ai/langchain/pull/33612,2025-10-20,27175,1396,documentation
release(langchain_v1): 1.0.1,https://github.com/langchain-ai/langchain/pull/33610,2025-10-20,4,4,"langchain, release, dependencies, v1"
fix(langchain_v1): `ToolRuntime` default for args ,https://github.com/langchain-ai/langchain/pull/33606,2025-10-20,9,7,"langchain, v1, fix"
style: more refs polishing,https://github.com/langchain-ai/langchain/pull/33601,2025-10-20,86,56,"core, langchain, v1"
docs(langchain): update reference documentation to note moved embeddings modules,https://github.com/langchain-ai/langchain/pull/33600,2025-10-20,6,0,"documentation, langchain, v1"
ci(infra): test CodSpeed with Python 3.13,https://github.com/langchain-ai/langchain/pull/33599,2025-10-19,3,5,"core, infra, dependencies, github_actions"
fix(cli): support Python 3.14,https://github.com/langchain-ai/langchain/pull/33598,2025-10-19,379,110,"infra, dependencies, cli, fix"
release(xai): 1.0.0,https://github.com/langchain-ai/langchain/pull/33591,2025-10-17,8,7,"integration, release, dependencies"
